ruleset_name;ruleset_description;ruleset_scope;ruleset_enabled;rule_description;rule_enabled;unscoped_consumers;consumer_all_workloads;consumer_labels;consumer_label_groups;consumer_iplists;consumer_user_groups;consumer_workloads;consumer_virtual_services;consumer_use_workload_subnets;provider_all_workloads;provider_labels;provider_label_groups;provider_iplists;provider_workloads;provider_virtual_services;provider_virtual_servers;provider_use_workload_subnets;services;consumer_resolve_labels_as;provider_resolve_labels_as;machine_auth_enabled;secure_connect_enabled;stateless_enabled;network_type;ruleset_href;rule_href;update_type;Column1
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Logging
Service=GTS Datalake - Metrology
App Name : GTS Datalake / DLK
OS : Linux Windows Aix
Service unity=749235469";TRUE;FALSE;FALSE;"OS:LINUX;OS:WINDOWS;OS:AIX";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"env:PRD;app:APA_IAS_A7163-DLK";;;;;;FALSE;9093 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/101645;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Logging
Service=DLK - Metrology
App Name : platform_metrology
OS : Linux Windows Aix
Service unity=749235469";TRUE;FALSE;FALSE;"OS:LINUX;OS:AIX;OS:WINDOWS";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"env:PRD;app:APA_DLK_155689";;;;;;FALSE;"8112 TCP;8223 TCP;8111 TCP;8222 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/101643;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Storage
Service=Object Storage
App Name : FRA-EU-FR-PARIS-OBJECT-STORAGE-RP-STANDARD, FRA-EU-FR-PARIS-OBJECT-STORAGE-RP-LOW
OS : Linux
Service unity=749235469,752890932";TRUE;FALSE;FALSE;"OS:LINUX;OS:WINDOWS";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"env:PRD;app:APA_IAS_A7791;app:APA_IAS_A7791-STT;app:APA_IAS_A7794;app:APA_IAS_A7792;app:APA_IAS_A7792-STQ;app:APA_IAS_A7240-OBJ;app:APA_IAS_A7795;app:APA_IAS_A7794-STO";;;;;;FALSE;"443 TCP;4443 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/101641;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=System
Service=Unix Master Server
App Name : WW UNIX MASTER SERVERS
OS : Linux
Service unity=749235469";TRUE;FALSE;FALSE;"OS:LINUX;OS:WINDOWS";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"env:PRD;app:APA_IAS_WUM";;;;;;FALSE;"443 TCP;80 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/101639;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=System
Service=Cloud Platform
App Name : CDPLATFORM
OS : Linux
Service unity=749235469";TRUE;FALSE;FALSE;OS:LINUX;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"env:PRD;app:APA_IAS_CDL";;;;;;FALSE;443 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/101637;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;CAT=Deployment Service=Virtual Patch App Name : Virtual Patch OS : Linux WINDOWS;TRUE;FALSE;FALSE;OS:WINDOWS;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"app:CSU_DEP_VIRTUALPATCH;env:PRD";;;;;;FALSE;4120 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/101303;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=MANAGEMENT
Service=PCP Swagger and Admin URLs
OS : Linux Windows Aix
Service unity = 745866555";TRUE;FALSE;FALSE;"OS:LINUX;OS:WINDOWS;OS:AIX;role:DB.PCP";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";;;;;FALSE;FALSE;;;CSD_DBA_PCP.DBMANAGEMENT-PRD-IPL;;;;FALSE;443 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/100726;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=AUTHENTIFICATION
Service=OSC PKI
OS : Linux Windows Aix
Service unity = 745866555";TRUE;FALSE;FALSE;"OS:LINUX;OS:WINDOWS;OS:AIX";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";;;;;FALSE;FALSE;;;CSD_DEP_OSC.PKI.FRA-PRD-IPL;;;;FALSE;8140 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/100724;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=SYSTEM
Service=OSC Compile
OS : Linux Windows Aix
Service unity = 745866555";TRUE;FALSE;FALSE;"OS:LINUX;OS:WINDOWS;OS:AIX";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";;;;;FALSE;FALSE;;;CSD_osc-compile-prd.FRA-PRD-IPL;;;;FALSE;8140 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/100722;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=AUTHENTIFICATION
Service=IAM Directory for GTS private Cloud
OS : Linux Windows Aix
Service unity = 745866555";TRUE;FALSE;FALSE;"OS:LINUX;OS:WINDOWS;OS:AIX;role:RABBITMQ";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";;;;;FALSE;FALSE;;;CSD_ldo.eu-fr-paris.cloud.socgen-IPL;;;;FALSE;636 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/100720;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=AUTHENTIFICATION
Service=IAM Directory for NON Oracle Databases
OS : Linux Windows Aix
Service unity = 745866555";TRUE;FALSE;FALSE;"OS:LINUX;OS:WINDOWS;OS:AIX;role:DB.MSSQL;role:DB.SYBASE";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL;DB.POSTGRE-LGR";;;;;FALSE;FALSE;;;CSD_ldo.eu-fr-paris.cloud.socgen-IPL;;;;FALSE;"636 TCP;1389 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/100718;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=SYSTEM
Service=CAPSULE batch ip defined
App Name : PLT CAPSULE
OS : Linux Windows Aix
Service unity = 745866555";TRUE;FALSE;FALSE;"OS:LINUX;OS:WINDOWS;OS:AIX";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";;;;;FALSE;FALSE;;;CSD_PATCH_PLT.CAPSULE_EUR-PRD-IPL;;;;FALSE;443 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/100714;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Monitoring
Service=Starmon
App Name : WW-STARMon
OS : Linux Windows Aix";TRUE;FALSE;FALSE;"OS:LINUX;OS:WINDOWS;OS:AIX";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"env:PRD;role:CORE;app:CSM_MON_IAS.SYS.STARMON";;;;;;FALSE;"21 TCP;22 TCP;3306 TCP;80 TCP;443 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/100516;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"

App Name : FRA OUD
OS : Linux AIX WINDOWS";TRUE;FALSE;FALSE;"OS:LINUX;OS:AIX;OS:WINDOWS;role:DATABASE;role:DB.ORA.GEN1;role:DB.ORACLE.RAC;role:DB.OCP;role:DB.MANAGED.OCP;role:DB.ORA.EXADATA.CC";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"env:PRD;app:APM_GTS.ACS_FRA.OUD.PLT.MKT;role:LOAD_BALANCER";;;;;;FALSE;2636 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/99279;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Batch
SERVICE NAME=CONTROL M 
Unity Request : 730042023";TRUE;FALSE;FALSE;"OS:LINUX;OS:AIX;OS:WINDOWS;env:PRD";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";;;;;FALSE;FALSE;"app:CSM_BATCH_FRA.CONTROLM.BDDF;env:DEV;env:UAT;role:COMPUTE;role:DB.ORA.GEN1";;;;;;FALSE;"ICMP (ICMP;IPv6-ICMP);10006 TCP;7005-7060 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/97959;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT= Batch
SERVICE NAME=CONTROL M 
Unity Request : 730042023";TRUE;FALSE;FALSE;"OS:LINUX;OS:AIX;OS:WINDOWS";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"app:CSM_BATCH_FRA.CONTROLM.BDDF;env:PRD;role:COMPUTE;role:DB.ORA.GEN1";;;;;;FALSE;"ICMP (ICMP;IPv6-ICMP);10006 TCP;7005-7060 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/97957;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Deployment
Service=Buckfast

BUCKFAST DB PATCH MANAGEMENT";TRUE;FALSE;FALSE;"OS:WINDOWS;role:DB.ORA.EXADATA.CC;role:DB.ORA.GEN1;role:DB.OCP;role:DB.ORACLE.RAC;role:DATABASE;role:DB.PCP;role:DB.MONGOD;role:DB.POSTGRE.GEN1;role:DB.SYBASE;role:DB.MSSQL;role:DB.POSTGRESQL;role:CASSANDRA";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";;;;;FALSE;FALSE;;;CSD_API_BUCKFAST-IPL;;;;FALSE;443 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/96049;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Logging
Service=Log shipping

App Name : LGC - LOGCOLLECTION / LOGSHIPPING
OS : Linux AIX WINDOWS";TRUE;FALSE;FALSE;"OS:LINUX;OS:AIX;OS:WINDOWS;role:DB.PCP";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"env:PRD;app:APA_IAS_LGC";;;;;;FALSE;514 UDP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/93686;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"App Name : enee.fr.world.socgen
OS : LINUX WINDOWS";TRUE;FALSE;FALSE;"OS:WINDOWS;OS:LINUX";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";;;;;FALSE;FALSE;;;DNS_enee.fr.world.socgen-IPL;;;;FALSE;80 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/90584;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Deployment
Service=SCCM

App Name : IPLIST FRA-SCCM CORP
OS : WINDOWS";FALSE;FALSE;FALSE;OS:WINDOWS;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";;;;;FALSE;FALSE;;;UBY_BASTION_PAACTDWS_GCR-ALL-IPL;;;;FALSE;"ICMP (ICMP;IPv6-ICMP);135 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/94036;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Authentication
Service=Unipass

App Name : IPLIST UNIPASS
OS : WINDOWS";TRUE;FALSE;FALSE;OS:WINDOWS;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";;;;;FALSE;FALSE;;;CSD_EUS_UNIPASS_RCR-ALL-IPL;;;;FALSE;"80 TCP;389 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/89581;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=System
Service=Master Service

App Name : IPLIST MASTER
OS : WINDOWS";TRUE;FALSE;FALSE;OS:WINDOWS;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";;;;;FALSE;FALSE;;;CS_SRV_MASTER_PAR_RCR-ALL-IPL;;;;FALSE;"9800 TCP;1434 TCP;1433 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/89575;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Monitoring
Service=SCOM

App Name : IPLIST MONITOR
OS : WINDOWS";TRUE;FALSE;FALSE;OS:WINDOWS;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";;;;;FALSE;FALSE;;;CS_MONITOR_SCOM_ALL-ALL-IPL;;;;FALSE;5723 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/89571;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Security
Service=SEPM Anti Virus

App Name : WW-SEPM
OS : WINDOWS, Linux";TRUE;FALSE;FALSE;"OS:WINDOWS;OS:LINUX";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"role:CORE;app:CSM_SEC_SEPM.WW;env:PRD";;;;;;FALSE;"8014 TCP;80 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/89564;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Deployment
Service=SCCM

App Name : FRA-SCCM CORP
OS : WINDOWS";TRUE;FALSE;FALSE;OS:WINDOWS;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"app:APA_IAS_SNR;env:PRD";;;;;;FALSE;"80 TCP;443 TCP;5480 TCP;49666 TCP;49667 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/89559;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Deployment
Service=SCCM

App Name : FRA-SCCM CORP
OS : WINDOWS";TRUE;FALSE;FALSE;OS:WINDOWS;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"env:PRD;app:APA_IAS_A7237-SCC;app:APA_SCC_A7237";;;;;;FALSE;"10123 TCP;443 TCP;80 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/89550;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Deployment
Service=SCCM

App Name : FRA-SCCM CORP
OS : WINDOWS";TRUE;FALSE;FALSE;OS:WINDOWS;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"app:CSM_DEP_FRA.SCCM.CORP;env:PRD";;;;;;FALSE;"10123 TCP;443 TCP;80 TCP;445 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/89548;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Deployment
Service=SCCM

App Name : IPLIST FRA-SCCM CORP

OS : WINDOWS";TRUE;FALSE;FALSE;OS:WINDOWS;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";;;;;FALSE;FALSE;;;"CS_DEP_SCCM.MP_RCR-ALL-IPL;CS_DEP_SCCM.SUP_RCR-ALL-IPL;CS_EUS_SCCM_DP_RCR-ALL-IPL";;;;FALSE;"10123 TCP;443 TCP;80 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/89579;;KEEP
